CODE;DATE;population;GDP PER capita;human development indeks
MUS;17/10/2020;14.05591783;9.918018712;0.79
MEX;17/10/2020;18.67480153;9.760567596;0.774
MDA;17/10/2020;15.21025983;8.554483581;0.7
MCO;17/10/2020;10.57755385;0;
MNG;17/10/2020;15.00283311;9.379310359;0.741
MNE;17/10/2020;13.35039417;9.705602795;0.814
MSR;17/10/2020;8.516993171;0;
MAR;17/10/2020;17.42400819;8.920658034;0.667
MOZ;17/10/2020;17.25770384;7.035359264;0.437
MMR;17/10/2020;17.81205473;8.629020214;0.578
NAM;17/10/2020;14.7480352;9.163438264;0.647
NPL;17/10/2020;17.18751281;7.800901839;0.574
NLD;17/10/2020;16.6566263;10.78875283;0.931
NCL;17/10/2020;12.56196578;0;
NZL;17/10/2020;15.38874766;10.49365591;0.917
NIC;17/10/2020;15.70629361;8.579499974;0.658
NER;17/10/2020;17.00213737;6.830874235;0.354
NGA;17/10/2020;19.1440641;8.582691377;0.532
MNP;17/10/2020;10.96053104;0;
NOR;17/10/2020;15.5058355;11.07906176;0.953
OMN;17/10/2020;15.44604869;10.54430693;0.821
PAK;17/10/2020;19.21318595;8.524110809;0.562
PSE;17/10/2020;15.44502871;8.400636454;0.686
PAN;17/10/2020;15.27755412;10.0108627;0.789
PNG;17/10/2020;16.00683186;8.248841478;0.544
PRY;17/10/2020;15.78017657;9.085571618;0.702
PER;17/10/2020;17.3111646;9.412195402;0.75
PHL;17/10/2020;18.51217534;8.935796678;0.699
POL;17/10/2020;17.44905184;10.21157667;0.865
PRT;17/10/2020;16.13757538;10.23770353;0.847
PRI;17/10/2020;14.86662585;10.46437881;
QAT;17/10/2020;14.87366884;11.66937863;0.856
ROU;17/10/2020;16.77238152;10.05677496;0.811
RUS;17/10/2020;18.79866817;10.11722517;0.816
RWA;17/10/2020;16.37677691;7.525214548;0.524
KNA;17/10/2020;10.88166329;10.11271005;0.778
LCA;17/10/2020;12.1206727;9.468993065;0.747
VCT;17/10/2020;11.61680789;9.280532817;0.723
SMR;17/10/2020;10.43229061;10.94837324;
STP;17/10/2020;12.2975619;8.02378631;0.589
SAU;17/10/2020;17.36552634;10.8005019;0.853
SEN;17/10/2020;16.63354636;7.81220822;0.505
SRB;17/10/2020;15.73310882;9.550298027;0.787
SYC;17/10/2020;11.49618614;10.18044812;0.797
SLE;17/10/2020;15.89207108;7.23727483;0.419
SGP;17/10/2020;15.58201085;11.35668541;0.932
SXM;17/10/2020;10.66620744;10.50032293;
SVK;17/10/2020;15.51289396;10.31411107;0.855
SVN;17/10/2020;14.54736486;10.35458992;0.896
SLB;17/10/2020;13.43991197;7.698901294;0.546
SOM;17/10/2020;16.5814031;0;
ZAF;17/10/2020;17.8982664;9.416937869;0.699
KOR;17/10/2020;17.75260041;10.48956092;0.903
SSD;17/10/2020;16.23086427;7.358759558;0.388
ESP;17/10/2020;17.66042712;10.44209448;0.891
LKA;17/10/2020;16.87952045;9.36469763;0.77
SDN;17/10/2020;17.59626861;8.40436195;0.502
SUR;17/10/2020;13.28215639;9.530038347;0.72
SWZ;17/10/2020;13.96407193;8.954024529;0.588
CHE;17/10/2020;15.97360361;10.95797667;0.944
SYR;17/10/2020;16.67774898;0;0.536
TWN;17/10/2020;16.98590072;0;
TJK;17/10/2020;16.07075684;7.971400966;0.65
TZA;17/10/2020;17.9054155;7.89480415;0.538
THA;17/10/2020;18.06114425;9.69754957;0.755
TLS;17/10/2020;14.09196129;8.790284636;0.625
TGO;17/10/2020;15.92920098;7.265298945;0.503
TTO;17/10/2020;14.15161916;10.26684759;0.784
TUN;17/10/2020;16.28518664;9.291855564;0.735
TUR;17/10/2020;18.25035574;10.13179141;0.791
TCA;17/10/2020;10.56405989;0;
UGA;17/10/2020;17.63850561;7.437033796;0.516
UKR;17/10/2020;17.59363088;8.97390804;0.751
ARE;17/10/2020;16.10707515;11.11681868;0.863
GBR;17/10/2020;18.03334044;10.59044673;0.922
USA;17/10/2020;19.61763693;10.90090556;0.924
VIR;17/10/2020;11.55620524;0;
URY;17/10/2020;15.06073864;9.930684782;0.804
UZB;17/10/2020;17.32613614;8.740833259;0.71
VAT;17/10/2020;6.695798917;0;
VEN;17/10/2020;17.1631645;9.725856299;0.761
VNM;17/10/2020;18.39370601;8.727759419;0.694
YEM;17/10/2020;17.21088998;7.299220849;0.452
ZMB;17/10/2020;16.72698889;8.213178735;0.588
ZWE;17/10/2020;16.51438055;7.549490737;0.535
AFG;16/10/2020;17.4772331;7.497754494;0.498
ALB;16/10/2020;14.87253667;9.376145531;0.785
DZA;16/10/2020;17.59630906;9.540639235;0.754
AND;16/10/2020;11.25499635;0;0.858
AGO;16/10/2020;17.3079574;8.668968767;0.581
AIA;16/10/2020;9.615938805;0;
ATG;16/10/2020;11.49198779;9.97538687;0.78
ARG;16/10/2020;17.62651421;9.848709615;0.825
ARM;16/10/2020;14.9017918;9.08109464;0.755
ABW;16/10/2020;11.5783948;10.49054565;
AUS;16/10/2020;17.05418434;10.70658069;0.939
AUT;16/10/2020;16.01344599;10.72407512;0.908
AZE;16/10/2020;16.13191719;9.670761927;0.757
BHS;16/10/2020;12.88219574;10.22983178;0.807
BHR;16/10/2020;14.34706955;10.67569323;0.846
BGD;16/10/2020;18.91957173;8.167347447;0.608
BRB;16/10/2020;12.56852934;9.739677672;0.8
BLR;16/10/2020;16.06145345;9.750800543;0.808
BEL;16/10/2020;16.26562008;10.66098361;0.916
BLZ;16/10/2020;12.89325457;8.964997479;0.708
BEN;16/10/2020;16.31063137;7.632515461;0.515
BMU;16/10/2020;11.03928322;10.83307578;
BTN;16/10/2020;13.55623711;9.072065978;0.612
BOL;16/10/2020;16.27279152;8.837220811;0.693
BES;16/10/2020;10.1743159;0;
BIH;16/10/2020;15.00360243;9.368531023;0.768
BWA;16/10/2020;14.67061714;9.668231819;0.717
BRA;16/10/2020;19.17473208;9.554174869;0.759
VGB;16/10/2020;10.31682162;0;
BRN;16/10/2020;12.98879313;11.18176859;0.853
BGR;16/10/2020;15.75402845;9.828942169;0.813
BFA;16/10/2020;16.85541655;7.440206573;0.423
BDI;16/10/2020;16.29127395;6.554253865;0.417
KHM;16/10/2020;16.63205462;8.201130849;0.582
CMR;16/10/2020;17.09438451;8.121161251;0.556
CAN;16/10/2020;17.44628825;10.69234463;0.926
CPV;16/10/2020;13.22850199;8.735935712;0.654
CYM;16/10/2020;11.09315857;10.81783698;
CAF;16/10/2020;15.39030816;6.49411686;0.367
TCD;16/10/2020;16.61436742;7.477690778;0.404
CHL;16/10/2020;16.76604717;10.03306902;0.843
CHN;16/10/2020;21.08743924;9.636177357;0.752
COL;16/10/2020;17.74503716;9.492126271;0.747
COM;16/10/2020;13.67578287;7.25410005;0.503
COG;16/10/2020;15.52354271;8.493188572;0.606
CRI;16/10/2020;15.44359631;9.650206585;0.794
CIV;16/10/2020;17.08805131;8.18896853;0.492
HRV;16/10/2020;15.22778158;10.02878879;0.831
CUB;16/10/2020;16.24266591;0;0.777
CUW;16/10/2020;12.00823128;0;
CYP;16/10/2020;13.68300607;10.38638063;0.869
CZE;16/10/2020;16.18659339;10.39224872;0.888
COD;16/10/2020;18.31043503;6.694726649;0.457
DNK;16/10/2020;15.57202326;10.75112496;0.929
DJI;16/10/2020;13.80344;7.903007272;0.476
DMA;16/10/2020;11.18429639;9.177131718;0.715
DOM;16/10/2020;16.19948244;9.588835779;0.736
ECU;16/10/2020;16.68585306;9.266903675;0.752
EGY;16/10/2020;18.44375647;9.263900665;0.696
SLV;16/10/2020;15.68518756;8.894595942;0.674
GNQ;16/10/2020;14.15411267;10.02592078;0.591
ERI;16/10/2020;15.08145118;7.320168857;0.44
EST;16/10/2020;14.09808385;10.29150981;0.871
ETH;16/10/2020;18.56012597;7.45583449;0.463
FRO;16/10/2020;10.79681667;0;
FLK;16/10/2020;8.15564927;0;
FJI;16/10/2020;13.7061911;9.0714202;0.741
FIN;16/10/2020;15.52763465;10.61117158;0.92
FRA;16/10/2020;17.99409688;10.56115446;0.901
PYF;16/10/2020;12.54576825;0;
GAB;16/10/2020;14.61559461;9.71489113;0.702
GMB;16/10/2020;14.69789863;7.353573152;0.46
GEO;16/10/2020;15.199095;9.184517719;0.78
DEU;16/10/2020;18.24375196;10.71949917;0.936
GHA;16/10/2020;17.25184806;8.349396831;0.592
GIB;16/10/2020;10.42498602;0;
GRC;16/10/2020;16.15953083;10.1094598;0.87
GRL;16/10/2020;10.94679853;0;
GRD;16/10/2020;11.63087738;9.51737475;0.772
GUM;16/10/2020;12.03636915;0;
GTM;16/10/2020;16.70118056;8.912447412;0.65
GGY;16/10/2020;11.11322372;0;
GIN;16/10/2020;16.39062287;7.600365315;0.459
GNB;16/10/2020;14.49252734;7.345155006;0.455
GUY;16/10/2020;13.57542301;8.91396018;0.654
HTI;16/10/2020;16.24934608;7.410451751;0.498
HND;16/10/2020;16.10851066;8.421077587;0.617
HUN;16/10/2020;16.08354044;10.19531954;0.838
ISL;16/10/2020;12.74037063;10.74684103;0.935
IND;16/10/2020;21.04535251;8.768212421;0.64
IDN;16/10/2020;19.42689854;9.322663552;0.694
IRN;16/10/2020;18.24624346;9.856533252;0.798
IRQ;16/10/2020;17.50993717;9.659119471;0.685
IRL;16/10/2020;15.41242964;11.11743979;0.938
IMN;16/10/2020;11.35078294;0;
ISR;16/10/2020;15.97371025;10.40826452;0.903
ITA;16/10/2020;17.91752278;10.46937177;0.88
JAM;16/10/2020;14.90109198;9.011105101;0.732
JPN;16/10/2020;18.65556675;10.57137392;0.909
JEY;16/10/2020;11.52359831;0;
JOR;16/10/2020;16.13820607;9.028517491;0.735
KAZ;16/10/2020;16.74812767;10.0881226;0.8
KEN;16/10/2020;17.80025043;8.004040863;0.59
OWID_KOS;16/10/2020;14.47446683;9.189712472;0
KWT;16/10/2020;15.26725623;11.09027153;0.803
KGZ;16/10/2020;15.69102752;8.129609454;0.672
LAO;16/10/2020;15.80003079;8.763640684;0.601
LVA;16/10/2020;14.45007584;10.12918169;0.847
LBN;16/10/2020;15.73616766;9.500586529;0.757
LSO;16/10/2020;14.57736817;7.955478753;0.52
LBR;16/10/2020;15.43641784;6.623783648;0.435
LBY;16/10/2020;15.74286198;9.791522441;0.706
LIE;16/10/2020;10.54894022;0;0.916
LTU;16/10/2020;14.81698436;10.29296775;0.858
LUX;16/10/2020;13.34706731;11.45400277;0.904
MKD;16/10/2020;14.54950213;9.481223174;0.757
MDG;16/10/2020;17.13661869;7.25590196;0.519
MWI;16/10/2020;16.76676599;6.998547998;0.477
MYS;16/10/2020;17.29261899;10.19646175;0.802
MDV;16/10/2020;13.20032762;9.627972231;0.717
MLI;16/10/2020;16.82370654;7.608029998;0.427
MLT;16/10/2020;12.99802163;10.50543249;0.878
MRT;16/10/2020;15.35230466;8.188031408;0.52
MUS;16/10/2020;14.05591783;9.918018712;0.79
MEX;16/10/2020;18.67480153;9.760567596;0.774
MDA;16/10/2020;15.21025983;8.554483581;0.7
MCO;16/10/2020;10.57755385;0;
MNG;16/10/2020;15.00283311;9.379310359;0.741
MNE;16/10/2020;13.35039417;9.705602795;0.814
MSR;16/10/2020;8.516993171;0;
MAR;16/10/2020;17.42400819;8.920658034;0.667
MOZ;16/10/2020;17.25770384;7.035359264;0.437
MMR;16/10/2020;17.81205473;8.629020214;0.578
NAM;16/10/2020;14.7480352;9.163438264;0.647
NPL;16/10/2020;17.18751281;7.800901839;0.574
NLD;16/10/2020;16.6566263;10.78875283;0.931
NCL;16/10/2020;12.56196578;0;
NZL;16/10/2020;15.38874766;10.49365591;0.917
NIC;16/10/2020;15.70629361;8.579499974;0.658
NER;16/10/2020;17.00213737;6.830874235;0.354
NGA;16/10/2020;19.1440641;8.582691377;0.532
MNP;16/10/2020;10.96053104;0;
NOR;16/10/2020;15.5058355;11.07906176;0.953
OMN;16/10/2020;15.44604869;10.54430693;0.821
PAK;16/10/2020;19.21318595;8.524110809;0.562
PSE;16/10/2020;15.44502871;8.400636454;0.686
PAN;16/10/2020;15.27755412;10.0108627;0.789
PNG;16/10/2020;16.00683186;8.248841478;0.544
PRY;16/10/2020;15.78017657;9.085571618;0.702
PER;16/10/2020;17.3111646;9.412195402;0.75
PHL;16/10/2020;18.51217534;8.935796678;0.699
POL;16/10/2020;17.44905184;10.21157667;0.865
PRT;16/10/2020;16.13757538;10.23770353;0.847
PRI;16/10/2020;14.86662585;10.46437881;
QAT;16/10/2020;14.87366884;11.66937863;0.856
ROU;16/10/2020;16.77238152;10.05677496;0.811
RUS;16/10/2020;18.79866817;10.11722517;0.816
RWA;16/10/2020;16.37677691;7.525214548;0.524
KNA;16/10/2020;10.88166329;10.11271005;0.778
LCA;16/10/2020;12.1206727;9.468993065;0.747
VCT;16/10/2020;11.61680789;9.280532817;0.723
SMR;16/10/2020;10.43229061;10.94837324;
STP;16/10/2020;12.2975619;8.02378631;0.589
SAU;16/10/2020;17.36552634;10.8005019;0.853
SEN;16/10/2020;16.63354636;7.81220822;0.505
SRB;16/10/2020;15.73310882;9.550298027;0.787
SYC;16/10/2020;11.49618614;10.18044812;0.797
SLE;16/10/2020;15.89207108;7.23727483;0.419
SGP;16/10/2020;15.58201085;11.35668541;0.932
SXM;16/10/2020;10.66620744;10.50032293;
SVK;16/10/2020;15.51289396;10.31411107;0.855
SVN;16/10/2020;14.54736486;10.35458992;0.896
SLB;16/10/2020;13.43991197;7.698901294;0.546
SOM;16/10/2020;16.5814031;0;
ZAF;16/10/2020;17.8982664;9.416937869;0.699
KOR;16/10/2020;17.75260041;10.48956092;0.903
SSD;16/10/2020;16.23086427;7.358759558;0.388
ESP;16/10/2020;17.66042712;10.44209448;0.891
LKA;16/10/2020;16.87952045;9.36469763;0.77
SDN;16/10/2020;17.59626861;8.40436195;0.502
SUR;16/10/2020;13.28215639;9.530038347;0.72
SWZ;16/10/2020;13.96407193;8.954024529;0.588
SWE;16/10/2020;16.1279737;10.75682321;0.933
CHE;16/10/2020;15.97360361;10.95797667;0.944
SYR;16/10/2020;16.67774898;0;0.536
TWN;16/10/2020;16.98590072;0;
TJK;16/10/2020;16.07075684;7.971400966;0.65
TZA;16/10/2020;17.9054155;7.89480415;0.538
THA;16/10/2020;18.06114425;9.69754957;0.755
TLS;16/10/2020;14.09196129;8.790284636;0.625
TGO;16/10/2020;15.92920098;7.265298945;0.503
TTO;16/10/2020;14.15161916;10.26684759;0.784
TUN;16/10/2020;16.28518664;9.291855564;0.735
TUR;16/10/2020;18.25035574;10.13179141;0.791
TCA;16/10/2020;10.56405989;0;
UGA;16/10/2020;17.63850561;7.437033796;0.516
UKR;16/10/2020;17.59363088;8.97390804;0.751
ARE;16/10/2020;16.10707515;11.11681868;0.863
GBR;16/10/2020;18.03334044;10.59044673;0.922
USA;16/10/2020;19.61763693;10.90090556;0.924
VIR;16/10/2020;11.55620524;0;
URY;16/10/2020;15.06073864;9.930684782;0.804
UZB;16/10/2020;17.32613614;8.740833259;0.71
VAT;16/10/2020;6.695798917;0;
VEN;16/10/2020;17.1631645;9.725856299;0.761
VNM;16/10/2020;18.39370601;8.727759419;0.694
YEM;16/10/2020;17.21088998;7.299220849;0.452
ZMB;16/10/2020;16.72698889;8.213178735;0.588
ZWE;16/10/2020;16.51438055;7.549490737;0.535
AFG;15/10/2020;17.4772331;7.497754494;0.498
ALB;15/10/2020;14.87253667;9.376145531;0.785
DZA;15/10/2020;17.59630906;9.540639235;0.754
AND;15/10/2020;11.25499635;0;0.858
AGO;15/10/2020;17.3079574;8.668968767;0.581
AIA;15/10/2020;9.615938805;0;
ATG;15/10/2020;11.49198779;9.97538687;0.78
ARG;15/10/2020;17.62651421;9.848709615;0.825
ARM;15/10/2020;14.9017918;9.08109464;0.755
ABW;15/10/2020;11.5783948;10.49054565;
AUS;15/10/2020;17.05418434;10.70658069;0.939
AUT;15/10/2020;16.01344599;10.72407512;0.908
AZE;15/10/2020;16.13191719;9.670761927;0.757
BHS;15/10/2020;12.88219574;10.22983178;0.807
BHR;15/10/2020;14.34706955;10.67569323;0.846
BGD;15/10/2020;18.91957173;8.167347447;0.608
BRB;15/10/2020;12.56852934;9.739677672;0.8
BLR;15/10/2020;16.06145345;9.750800543;0.808
BEL;15/10/2020;16.26562008;10.66098361;0.916
BLZ;15/10/2020;12.89325457;8.964997479;0.708
BEN;15/10/2020;16.31063137;7.632515461;0.515
BMU;15/10/2020;11.03928322;10.83307578;
BTN;15/10/2020;13.55623711;9.072065978;0.612
BOL;15/10/2020;16.27279152;8.837220811;0.693
BES;15/10/2020;10.1743159;0;
BIH;15/10/2020;15.00360243;9.368531023;0.768
BWA;15/10/2020;14.67061714;9.668231819;0.717
BRA;15/10/2020;19.17473208;9.554174869;0.759
VGB;15/10/2020;10.31682162;0;
BRN;15/10/2020;12.98879313;11.18176859;0.853
BGR;15/10/2020;15.75402845;9.828942169;0.813
BFA;15/10/2020;16.85541655;7.440206573;0.423
BDI;15/10/2020;16.29127395;6.554253865;0.417
KHM;15/10/2020;16.63205462;8.201130849;0.582
CMR;15/10/2020;17.09438451;8.121161251;0.556
CAN;15/10/2020;17.44628825;10.69234463;0.926
CPV;15/10/2020;13.22850199;8.735935712;0.654
CYM;15/10/2020;11.09315857;10.81783698;
CAF;15/10/2020;15.39030816;6.49411686;0.367
TCD;15/10/2020;16.61436742;7.477690778;0.404
CHL;15/10/2020;16.76604717;10.03306902;0.843
CHN;15/10/2020;21.08743924;9.636177357;0.752
COL;15/10/2020;17.74503716;9.492126271;0.747
COM;15/10/2020;13.67578287;7.25410005;0.503
COG;15/10/2020;15.52354271;8.493188572;0.606
CRI;15/10/2020;15.44359631;9.650206585;0.794
CIV;15/10/2020;17.08805131;8.18896853;0.492
HRV;15/10/2020;15.22778158;10.02878879;0.831
CUB;15/10/2020;16.24266591;0;0.777
CUW;15/10/2020;12.00823128;0;
CYP;15/10/2020;13.68300607;10.38638063;0.869
CZE;15/10/2020;16.18659339;10.39224872;0.888
COD;15/10/2020;18.31043503;6.694726649;0.457
DNK;15/10/2020;15.57202326;10.75112496;0.929
DJI;15/10/2020;13.80344;7.903007272;0.476
DMA;15/10/2020;11.18429639;9.177131718;0.715
DOM;15/10/2020;16.19948244;9.588835779;0.736
ECU;15/10/2020;16.68585306;9.266903675;0.752
EGY;15/10/2020;18.44375647;9.263900665;0.696
SLV;15/10/2020;15.68518756;8.894595942;0.674
GNQ;15/10/2020;14.15411267;10.02592078;0.591
ERI;15/10/2020;15.08145118;7.320168857;0.44
EST;15/10/2020;14.09808385;10.29150981;0.871
ETH;15/10/2020;18.56012597;7.45583449;0.463
FRO;15/10/2020;10.79681667;0;
FLK;15/10/2020;8.15564927;0;
FJI;15/10/2020;13.7061911;9.0714202;0.741
FIN;15/10/2020;15.52763465;10.61117158;0.92
FRA;15/10/2020;17.99409688;10.56115446;0.901
PYF;15/10/2020;12.54576825;0;
GAB;15/10/2020;14.61559461;9.71489113;0.702
GMB;15/10/2020;14.69789863;7.353573152;0.46
GEO;15/10/2020;15.199095;9.184517719;0.78
DEU;15/10/2020;18.24375196;10.71949917;0.936
GHA;15/10/2020;17.25184806;8.349396831;0.592
GIB;15/10/2020;10.42498602;0;
GRC;15/10/2020;16.15953083;10.1094598;0.87
GRL;15/10/2020;10.94679853;0;
GRD;15/10/2020;11.63087738;9.51737475;0.772
GUM;15/10/2020;12.03636915;0;
GTM;15/10/2020;16.70118056;8.912447412;0.65
GGY;15/10/2020;11.11322372;0;
GIN;15/10/2020;16.39062287;7.600365315;0.459
GNB;15/10/2020;14.49252734;7.345155006;0.455
GUY;15/10/2020;13.57542301;8.91396018;0.654
HTI;15/10/2020;16.24934608;7.410451751;0.498
HND;15/10/2020;16.10851066;8.421077587;0.617
HUN;15/10/2020;16.08354044;10.19531954;0.838
ISL;15/10/2020;12.74037063;10.74684103;0.935
IND;15/10/2020;21.04535251;8.768212421;0.64
IDN;15/10/2020;19.42689854;9.322663552;0.694
IRN;15/10/2020;18.24624346;9.856533252;0.798
IRQ;15/10/2020;17.50993717;9.659119471;0.685
IRL;15/10/2020;15.41242964;11.11743979;0.938
IMN;15/10/2020;11.35078294;0;
ISR;15/10/2020;15.97371025;10.40826452;0.903
ITA;15/10/2020;17.91752278;10.46937177;0.88
JAM;15/10/2020;14.90109198;9.011105101;0.732
JPN;15/10/2020;18.65556675;10.57137392;0.909
JEY;15/10/2020;11.52359831;0;
JOR;15/10/2020;16.13820607;9.028517491;0.735
KAZ;15/10/2020;16.74812767;10.0881226;0.8
KEN;15/10/2020;17.80025043;8.004040863;0.59
OWID_KOS;15/10/2020;14.47446683;9.189712472;0
KWT;15/10/2020;15.26725623;11.09027153;0.803
KGZ;15/10/2020;15.69102752;8.129609454;0.672
LAO;15/10/2020;15.80003079;8.763640684;0.601
LVA;15/10/2020;14.45007584;10.12918169;0.847
LBN;15/10/2020;15.73616766;9.500586529;0.757
LSO;15/10/2020;14.57736817;7.955478753;0.52
LBR;15/10/2020;15.43641784;6.623783648;0.435
LBY;15/10/2020;15.74286198;9.791522441;0.706
LIE;15/10/2020;10.54894022;0;0.916
LTU;15/10/2020;14.81698436;10.29296775;0.858
LUX;15/10/2020;13.34706731;11.45400277;0.904
MKD;15/10/2020;14.54950213;9.481223174;0.757
MDG;15/10/2020;17.13661869;7.25590196;0.519
MWI;15/10/2020;16.76676599;6.998547998;0.477
MYS;15/10/2020;17.29261899;10.19646175;0.802
MDV;15/10/2020;13.20032762;9.627972231;0.717
MLI;15/10/2020;16.82370654;7.608029998;0.427
MLT;15/10/2020;12.99802163;10.50543249;0.878
MRT;15/10/2020;15.35230466;8.188031408;0.52
MUS;15/10/2020;14.05591783;9.918018712;0.79
MEX;15/10/2020;18.67480153;9.760567596;0.774
MDA;15/10/2020;15.21025983;8.554483581;0.7
MCO;15/10/2020;10.57755385;0;
MNG;15/10/2020;15.00283311;9.379310359;0.741
MNE;15/10/2020;13.35039417;9.705602795;0.814
MSR;15/10/2020;8.516993171;0;
MAR;15/10/2020;17.42400819;8.920658034;0.667
MOZ;15/10/2020;17.25770384;7.035359264;0.437
MMR;15/10/2020;17.81205473;8.629020214;0.578
NAM;15/10/2020;14.7480352;9.163438264;0.647
NPL;15/10/2020;17.18751281;7.800901839;0.574
NLD;15/10/2020;16.6566263;10.78875283;0.931
NCL;15/10/2020;12.56196578;0;
NZL;15/10/2020;15.38874766;10.49365591;0.917
NIC;15/10/2020;15.70629361;8.579499974;0.658
NER;15/10/2020;17.00213737;6.830874235;0.354
NGA;15/10/2020;19.1440641;8.582691377;0.532
MNP;15/10/2020;10.96053104;0;
NOR;15/10/2020;15.5058355;11.07906176;0.953
OMN;15/10/2020;15.44604869;10.54430693;0.821
PAK;15/10/2020;19.21318595;8.524110809;0.562
PSE;15/10/2020;15.44502871;8.400636454;0.686
PAN;15/10/2020;15.27755412;10.0108627;0.789
PNG;15/10/2020;16.00683186;8.248841478;0.544
PRY;15/10/2020;15.78017657;9.085571618;0.702
PER;15/10/2020;17.3111646;9.412195402;0.75
PHL;15/10/2020;18.51217534;8.935796678;0.699
POL;15/10/2020;17.44905184;10.21157667;0.865
PRT;15/10/2020;16.13757538;10.23770353;0.847
PRI;15/10/2020;14.86662585;10.46437881;
QAT;15/10/2020;14.87366884;11.66937863;0.856
ROU;15/10/2020;16.77238152;10.05677496;0.811
RUS;15/10/2020;18.79866817;10.11722517;0.816
RWA;15/10/2020;16.37677691;7.525214548;0.524
KNA;15/10/2020;10.88166329;10.11271005;0.778
LCA;15/10/2020;12.1206727;9.468993065;0.747
VCT;15/10/2020;11.61680789;9.280532817;0.723
SMR;15/10/2020;10.43229061;10.94837324;
STP;15/10/2020;12.2975619;8.02378631;0.589
SAU;15/10/2020;17.36552634;10.8005019;0.853
SEN;15/10/2020;16.63354636;7.81220822;0.505
SRB;15/10/2020;15.73310882;9.550298027;0.787
SYC;15/10/2020;11.49618614;10.18044812;0.797
SLE;15/10/2020;15.89207108;7.23727483;0.419
SGP;15/10/2020;15.58201085;11.35668541;0.932
SXM;15/10/2020;10.66620744;10.50032293;
SVK;15/10/2020;15.51289396;10.31411107;0.855
SVN;15/10/2020;14.54736486;10.35458992;0.896
SOM;15/10/2020;16.5814031;0;
ZAF;15/10/2020;17.8982664;9.416937869;0.699
KOR;15/10/2020;17.75260041;10.48956092;0.903
SSD;15/10/2020;16.23086427;7.358759558;0.388
ESP;15/10/2020;17.66042712;10.44209448;0.891
LKA;15/10/2020;16.87952045;9.36469763;0.77
SDN;15/10/2020;17.59626861;8.40436195;0.502
SUR;15/10/2020;13.28215639;9.530038347;0.72
SWZ;15/10/2020;13.96407193;8.954024529;0.588
SWE;15/10/2020;16.1279737;10.75682321;0.933
CHE;15/10/2020;15.97360361;10.95797667;0.944
SYR;15/10/2020;16.67774898;0;0.536
TWN;15/10/2020;16.98590072;0;
TJK;15/10/2020;16.07075684;7.971400966;0.65
TZA;15/10/2020;17.9054155;7.89480415;0.538
THA;15/10/2020;18.06114425;9.69754957;0.755
TLS;15/10/2020;14.09196129;8.790284636;0.625
TGO;15/10/2020;15.92920098;7.265298945;0.503
TTO;15/10/2020;14.15161916;10.26684759;0.784
TUN;15/10/2020;16.28518664;9.291855564;0.735
TUR;15/10/2020;18.25035574;10.13179141;0.791
TCA;15/10/2020;10.56405989;0;
UGA;15/10/2020;17.63850561;7.437033796;0.516
UKR;15/10/2020;17.59363088;8.97390804;0.751
ARE;15/10/2020;16.10707515;11.11681868;0.863
GBR;15/10/2020;18.03334044;10.59044673;0.922
